ID,Sex,Genetic_line,Replicate,Treatment,Date of Eclosion,Date of Death,Group
WT2_42,M,WT_1,2,CF,5/4/2023,,WT_CF
WT2_43,M,WT_1,2,CF,5/4/2023,,WT_CF
WT2_44,M,WT_1,2,CF,5/4/2023,,WT_CF
WT2_45,F,WT_1,2,CF,,,WT_CF
WT2_46,M,WT_1,2,CF,5/4/2023,12/4/2023,WT_CF
WT2_47,F,WT_1,2,CF,6/4/2023,,WT_CF
WT2_48,M,WT_1,2,CF,6/4/2023,,WT_CF
WT2_49,F,WT_1,2,CF,6/4/2023,,WT_CF
WT2_50,M,WT_1,2,CF,6/4/2023,,WT_CF
WT3_01,M,WT_1,3,CF,1/4/2023,,WT_CF
WT3_02,M,WT_1,3,CF,4/4/2023,,WT_CF
WT3_03,F,WT_1,3,CF,2/4/2023,12/4/2023,WT_CF
WT3_04,M,WT_1,3,CF,4/4/2023,,WT_CF
WT3_05,F,WT_1,3,CF,3/4/2023,,WT_CF
WT3_06,M,WT_1,3,CF,3/4/2023,,WT_CF
WT3_07,M,WT_1,3,CF,4/4/2023,19/4/2023,WT_CF
WT3_08,M,WT_1,3,CF,5/4/2023,,WT_CF
WT3_09,F,WT_1,3,CF,4/4/2023,,WT_CF
WT3_10,F,WT_1,3,CF,4/4/2023,15/4/2023,WT_CF
WT3_11,F,WT_1,3,CF,1/4/2023,,WT_CF
WT3_12,F,WT_1,3,CF,1/4/2023,,WT_CF
WT3_13,M,WT_1,3,CF,3/4/2023,,WT_CF
WT3_14,M,WT_1,3,CF,4/4/2023,17/4/2023,WT_CF
WT3_15,M,WT_1,3,CF,2/4/2023,,WT_CF
WT3_16,M,WT_1,3,CF,2/4/2023,,WT_CF
WT3_17,F,WT_1,3,CF,2/4/2023,,WT_CF
WT3_18,M,WT_1,3,CF,2/4/2023,,WT_CF
WT3_19,M,WT_1,3,CF,5/4/2023,,WT_CF
WT3_20,F,WT_1,3,CF,5/4/2023,,WT_CF
WT3_21,F,WT_1,3,CF,6/4/2023,,WT_CF
WT3_22,M,WT_1,3,CF,4/4/2023,18/4/2023,WT_CF
WT3_23,F,WT_1,3,CF,5/4/2023,,WT_CF
WT3_24,F,WT_1,3,CF,6/4/2023,,WT_CF
WT3_25,F,WT_1,3,CF,5/4/2023,,WT_CF
WT3_26,M,WT_1,3,CF,5/4/2023,,WT_CF
WT3_27,M,WT_1,3,CF,4/4/2023,,WT_CF
WT3_28,M,WT_1,3,CF,5/4/2023,,WT_CF
WT3_29,M,WT_1,3,CF,6/4/2023,,WT_CF
WT3_30,F,WT_1,3,CF,6/4/2023,,WT_CF
WT3_31,F,WT_1,3,CF,6/4/2023,,WT_CF
WT3_32,M,WT_1,3,CF,6/4/2023,19/4/2023,WT_CF
WT3_33,M,WT_1,3,CF,6/4/2023,,WT_CF
WT3_34,M,WT_1,3,CF,7/4/2023,,WT_CF
WT3_36,M,WT_1,3,CF,7/4/2023,,WT_CF
WT3_37,M,WT_1,3,CF,7/4/2023,,WT_CF
WT3_38,F,WT_1,3,CF,7/4/2023,,WT_CF
WT3_39,F,WT_1,3,CF,7/4/2023,,WT_CF
WT3_40,M,WT_1,3,CF,7/4/2023,,WT_CF
WT3_41,M,WT_1,3,CF,8/4/2023,,WT_CF
WT3_42,F,WT_1,3,CF,9/4/2023,,WT_CF
WT3_43,F,WT_1,3,CF,9/4/2023,,WT_CF
WT3_44,M,WT_1,3,CF,10/4/2023,,WT_CF
WT3_45,M,WT_1,3,CF,10/4/2023,,WT_CF
WT3_46,M,WT_1,3,CF,10/4/2023,,WT_CF
WT3_47,M,WT_1,3,CF,16/4/2023,,WT_CF
WT3_48,M,WT_1,3,CF,17/4/2023,,WT_CF
WT3_49,F,WT_1,3,CF,20/4/2023,,WT_CF
WT3_50,M,WT_1,3,CF,23/4/2023,,WT_CF
SWT1_01,F,WT_2,1,CF,28/4/2023,,SWT_CF
SWT1_02,M,WT_2,1,CF,27/4/2023,,SWT_CF
SWT1_03,M,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_04,M,WT_2,1,CF,27/4/2023,11/5/2023,SWT_CF
SWT1_05,F,WT_2,1,CF,30/4/2023,,SWT_CF
SWT1_06,M,WT_2,1,CF,28/4/2023,,SWT_CF
SWT1_07,M,WT_2,1,CF,28/4/2023,,SWT_CF
SWT1_08,F,WT_2,1,CF,28/4/2023,,SWT_CF
SWT1_09,F,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_10,F,WT_2,1,CF,28/4/2023,,SWT_CF
SWT1_11,F,WT_2,1,CF,28/4/2023,,SWT_CF
SWT1_12,M,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_13,M,WT_2,1,CF,28/4/2023,,SWT_CF
SWT1_14,M,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_15,M,WT_2,1,CF,28/4/2023,,SWT_CF
SWT1_16,M,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_17,F,WT_2,1,CF,30/4/2023,,SWT_CF
SWT1_18,F,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_19,M,WT_2,1,CF,1/5/2023,11/5/2023,SWT_CF
SWT1_20,M,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_21,F,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_22,F,WT_2,1,CF,30/4/2023,,SWT_CF
SWT1_23,M,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_24,M,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_25,M,WT_2,1,CF,1/5/2023,15/5/2023,SWT_CF
SWT1_26,M,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_27,F,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_28,M,WT_2,1,CF,30/4/2023,,SWT_CF
SWT1_29,F,WT_2,1,CF,30/4/2023,,SWT_CF
SWT1_30,M,WT_2,1,CF,28/4/2023,,SWT_CF
SWT1_31,M,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_32,F,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_33,M,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_34,M,WT_2,1,CF,29/4/2023,,SWT_CF
SWT1_35,F,WT_2,1,CF,30/4/2023,,SWT_CF
SWT1_36,F,WT_2,1,CF,30/4/2023,,SWT_CF
SWT1_37,M,WT_2,1,CF,30/4/2023,,SWT_CF
SWT1_38,F,WT_2,1,CF,1/5/2023,12/5/2023,SWT_CF
SWT1_39,M,WT_2,1,CF,2/5/2023,12/5/2023,SWT_CF
SWT1_40,F,WT_2,1,CF,2/5/2023,11/5/2023,SWT_CF
SWT1_41,M,WT_2,1,CF,30/4/2023,,SWT_CF
SWT1_42,F,WT_2,1,CF,2/5/2023,,SWT_CF
SWT1_43,M,WT_2,1,CF,2/5/2023,12/5/2023,SWT_CF
SWT1_44,M,WT_2,1,CF,2/5/2023,15/5/2023,SWT_CF
SWT1_45,M,WT_2,1,CF,2/5/2023,14/5/2023,SWT_CF
SWT1_46,M,WT_2,1,CF,3/5/2023,17/5/2023,SWT_CF
SWT1_47,M,WT_2,1,CF,2/5/2023,14/5/2023,SWT_CF
SWT1_48,M,WT_2,1,CF,3/5/2023,11/5/2023,SWT_CF
SWT1_49,M,WT_2,1,CF,5/5/2023,13/5/2023,SWT_CF
SWT1_50,M,WT_2,1,CF,7/5/2023,,SWT_CF
SWT2_01,M,WT_2,2,CF,28/4/2023,,SWT_CF
SWT2_02,M,WT_2,2,CF,29/4/2023,,SWT_CF
SWT2_03,F,WT_2,2,CF,28/4/2023,,SWT_CF
SWT2_04,M,WT_2,2,CF,28/4/2023,,SWT_CF
SWT2_05,M,WT_2,2,CF,28/4/2023,,SWT_CF
SWT2_06,M,WT_2,2,CF,29/4/2023,,SWT_CF
SWT2_07,M,WT_2,2,CF,29/4/2023,,SWT_CF
SWT2_08,M,WT_2,2,CF,29/4/2023,,SWT_CF
SWT2_09,M,WT_2,2,CF,29/4/2023,,SWT_CF
SWT2_10,F,WT_2,2,CF,29/4/2023,,SWT_CF
SWT2_11,F,WT_2,2,CF,29/4/2023,,SWT_CF
SWT2_12,F,WT_2,2,CF,29/4/2023,,SWT_CF
SWT2_13,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_14,F,WT_2,2,CF,1/5/2023,11/5/2023,SWT_CF
SWT2_15,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_16,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_17,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_18,F,WT_2,2,CF,29/4/2023,,SWT_CF
SWT2_19,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_20,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_21,F,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_22,F,WT_2,2,CF,29/4/2023,,SWT_CF
SWT2_23,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_24,F,WT_2,2,CF,30/4/2023,12/5/2023,SWT_CF
SWT2_25,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_26,F,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_27,M,WT_2,2,CF,28/4/2023,,SWT_CF
SWT2_28,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_29,F,WT_2,2,CF,29/4/2023,,SWT_CF
SWT2_30,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_31,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_32,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_33,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_34,F,WT_2,2,CF,1/5/2023,11/5/2023,SWT_CF
SWT2_35,F,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_36,F,WT_2,2,CF,30/4/2023,12/5/2023,SWT_CF
SWT2_37,M,WT_2,2,CF,2/5/2023,,SWT_CF
SWT2_38,M,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_39,F,WT_2,2,CF,1/5/2023,11/5/2023,SWT_CF
SWT2_40,F,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_41,F,WT_2,2,CF,2/5/2023,12/5/2023,SWT_CF
SWT2_42,F,WT_2,2,CF,30/4/2023,,SWT_CF
SWT2_43,F,WT_2,2,CF,1/5/2023,11/5/2023,SWT_CF
SWT2_44,M,WT_2,2,CF,2/5/2023,15/5/2023,SWT_CF
SWT2_45,F,WT_2,2,CF,2/5/2023,12/5/2023,SWT_CF
SWT2_46,M,WT_2,2,CF,1/5/2023,16/5/2023,SWT_CF
SWT2_47,M,WT_2,2,CF,2/5/2023,16/5/2023,SWT_CF
SWT2_48,M,WT_2,2,CF,2/5/2023,15/5/2023,SWT_CF
SWT2_49,M,WT_2,2,CF,3/5/2023,17/5/2023,SWT_CF
SWT2_50,F,WT_2,2,CF,5/5/2023,16/5/2023,SWT_CF
SWT3_01,F,WT_2,3,CF,27/4/2023,,SWT_CF
SWT3_02,F,WT_2,3,CF,27/4/2023,,SWT_CF
SWT3_03,M,WT_2,3,CF,27/4/2023,,SWT_CF
SWT3_04,M,WT_2,3,CF,27/4/2023,11/5/2023,SWT_CF
SWT3_05,F,WT_2,3,CF,28/4/2023,,SWT_CF
SWT3_06,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_07,F,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_08,F,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_09,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_10,F,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_11,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_12,M,WT_2,3,CF,28/4/2023,,SWT_CF
SWT3_13,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_14,M,WT_2,3,CF,28/4/2023,,SWT_CF
SWT3_15,F,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_16,M,WT_2,3,CF,28/4/2023,,SWT_CF
SWT3_17,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_18,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_19,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_20,F,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_21,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_22,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_23,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_24,F,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_25,F,WT_2,3,CF,30/4/2023,,SWT_CF
SWT3_26,F,WT_2,3,CF,30/4/2023,,SWT_CF
SWT3_27,F,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_28,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_29,F,WT_2,3,CF,30/4/2023,,SWT_CF
SWT3_30,F,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_31,M,WT_2,3,CF,29/4/2023,,SWT_CF
SWT3_32,M,WT_2,3,CF,2/5/2023,16/5/2023,SWT_CF
SWT3_33,M,WT_2,3,CF,1/5/2023,18/5/2023,SWT_CF
SWT3_34,M,WT_2,3,CF,1/5/2023,12/5/2023,SWT_CF
SWT3_35,M,WT_2,3,CF,1/5/2023,14/5/2023,SWT_CF
SWT3_36,M,WT_2,3,CF,30/4/2023,,SWT_CF
SWT3_37,M,WT_2,3,CF,30/4/2023,,SWT_CF
SWT3_38,F,WT_2,3,CF,30/4/2023,,SWT_CF
SWT3_39,F,WT_2,3,CF,30/4/2023,,SWT_CF
SWT3_40,M,WT_2,3,CF,30/4/2023,,SWT_CF
SWT3_41,F,WT_2,3,CF,1/5/2023,12/5/2023,SWT_CF
SWT3_42,M,WT_2,3,CF,30/4/2023,,SWT_CF
SWT3_43,M,WT_2,3,CF,30/4/2023,18/5/2023,SWT_CF
SWT3_44,F,WT_2,3,CF,30/4/2023,,SWT_CF
SWT3_45,M,WT_2,3,CF,1/5/2023,12/5/2023,SWT_CF
SWT3_46,M,WT_2,3,CF,2/5/2023,,SWT_CF
SWT3_47,M,WT_2,3,CF,3/5/2023,15/5/2023,SWT_CF
SWT3_48,M,WT_2,3,CF,2/5/2023,15/5/2023,SWT_CF
SWT3_49,F,WT_2,3,CF,3/5/2023,12/5/2023,SWT_CF
SWT3_50,F,WT_2,3,CF,7/5/2023,,SWT_CF
SWS1_01,M,SW,1,CF,28/4/2023,,SWS_CF
SWS1_02,F,SW,1,CF,29/4/2023,,SWS_CF
SWS1_03,M,SW,1,CF,30/4/2023,,SWS_CF
SWS1_04,F,SW,1,CF,29/4/2023,,SWS_CF
SWS1_05,M,SW,1,CF,30/4/2023,11/5/2023,SWS_CF
SWS1_06,F,SW,1,CF,30/4/2023,11/5/2023,SWS_CF
SWS1_07,F,SW,1,CF,30/4/2023,11/5/2023,SWS_CF
SWS1_08,F,SW,1,CF,30/4/2023,11/5/2023,SWS_CF
SWS1_09,F,SW,1,CF,1/5/2023,,SWS_CF
SWS1_10,F,SW,1,CF,2/5/2023,,SWS_CF
SWS1_11,F,SW,1,CF,1/5/2023,11/5/2023,SWS_CF
SWS1_12,M,SW,1,CF,1/5/2023,18/5/2023,SWS_CF
SWS1_13,F,SW,1,CF,1/5/2023,,SWS_CF
SWS1_14,M,SW,1,CF,1/5/2023,18/5/2023,SWS_CF
SWS1_15,M,SW,1,CF,1/5/2023,15/5/2023,SWS_CF
SWS1_16,M,SW,1,CF,2/5/2023,,SWS_CF
SWS1_17,M,SW,1,CF,2/5/2023,21/5/2023,SWS_CF
SWS1_18,F,SW,1,CF,2/5/2023,,SWS_CF
SWS1_19,M,SW,1,CF,2/5/2023,11/5/2023,SWS_CF
SWS1_20,M,SW,1,CF,2/5/2023,,SWS_CF
SWS1_21,F,SW,1,CF,2/5/2023,11/5/2023,SWS_CF
SWS1_22,M,SW,1,CF,2/5/2023,,SWS_CF
SWS1_23,M,SW,1,CF,2/5/2023,15/5/2023,SWS_CF
SWS1_24,M,SW,1,CF,4/5/2023,,SWS_CF
SWS1_25,M,SW,1,CF,3/5/2023,11/5/2023,SWS_CF
SWS1_26,F,SW,1,CF,2/5/2023,,SWS_CF
SWS1_27,M,SW,1,CF,3/5/2023,16/5/2023,SWS_CF
SWS1_28,F,SW,1,CF,5/5/2023,,SWS_CF
SWS1_29,M,SW,1,CF,5/5/2023,,SWS_CF
SWS1_30,F,SW,1,CF,3/5/2023,,SWS_CF
SWS1_31,M,SW,1,CF,4/5/2023,,SWS_CF
SWS1_32,F,SW,1,CF,5/5/2023,,SWS_CF
SWS1_33,M,SW,1,CF,6/5/2023,,SWS_CF
SWS1_34,M,SW,1,CF,6/5/2023,,SWS_CF
SWS1_35,M,SW,1,CF,6/5/2023,,SWS_CF
SWS1_36,M,SW,1,CF,8/5/2023,,SWS_CF
SWS1_37,M,SW,1,CF,6/5/2023,,SWS_CF
SWS1_38,M,SW,1,CF,8/5/2023,,SWS_CF
SWS1_39,M,SW,1,CF,11/5/2023,,SWS_CF
SWS1_40,M,SW,1,CF,12/5/2023,,SWS_CF
SWS1_41,M,SW,1,CF,13/5/2023,,SWS_CF
SWS1_42,M,SW,1,CF,14/5/2023,,SWS_CF
SWS1_43,M,SW,1,CF,14/5/2023,,SWS_CF
SWS2_01,F,SW,2,CF,28/4/2023,,SWS_CF
SWS2_02,M,SW,2,CF,29/4/2023,,SWS_CF
SWS2_03,M,SW,2,CF,29/4/2023,,SWS_CF
SWS2_04,F,SW,2,CF,29/4/2023,,SWS_CF
SWS2_05,M,SW,2,CF,30/4/2023,,SWS_CF
SWS2_06,M,SW,2,CF,30/4/2023,,SWS_CF
SWS2_07,M,SW,2,CF,29/4/2023,14/5/2023,SWS_CF
SWS2_08,M,SW,2,CF,30/4/2023,,SWS_CF
SWS2_09,F,SW,2,CF,2/5/2023,11/5/2023,SWS_CF
SWS2_10,F,SW,2,CF,1/5/2023,11/5/2023,SWS_CF
SWS2_11,F,SW,2,CF,2/5/2023,11/5/2023,SWS_CF
SWS2_12,M,SW,2,CF,3/5/2023,18/5/2023,SWS_CF
SWS2_13,F,SW,2,CF,4/5/2023,11/5/2023,SWS_CF
SWS2_14,M,SW,2,CF,2/5/2023,,SWS_CF
SWS2_15,F,SW,2,CF,4/5/2023,,SWS_CF
SWS2_16,F,SW,2,CF,4/5/2023,11/5/2023,SWS_CF
SWS2_17,F,SW,2,CF,3/5/2023,11/5/2023,SWS_CF
SWS2_18,M,SW,2,CF,3/5/2023,18/5/2023,SWS_CF
SWS2_19,M,SW,2,CF,2/5/2023,22/5/2023,SWS_CF
SWS2_20,M,SW,2,CF,4/5/2023,20/5/2023,SWS_CF
SWS2_21,M,SW,2,CF,5/5/2023,,SWS_CF
SWS2_22,M,SW,2,CF,5/5/2023,,SWS_CF
SWS2_23,M,SW,2,CF,5/5/2023,,SWS_CF
SWS2_24,M,SW,2,CF,5/5/2023,11/5/2023,SWS_CF
SWS2_25,F,SW,2,CF,5/5/2023,,SWS_CF
SWS2_26,M,SW,2,CF,5/5/2023,15/5/2023,SWS_CF
SWS2_27,F,SW,2,CF,5/5/2023,,SWS_CF
SWS2_28,M,SW,2,CF,5/5/2023,11/5/2023,SWS_CF
SWS2_29,F,SW,2,CF,5/5/2023,,SWS_CF
SWS2_30,M,SW,2,CF,6/5/2023,,SWS_CF
SWS2_31,M,SW,2,CF,6/5/2023,,SWS_CF
SWS2_32,M,SW,2,CF,5/5/2023,16/5/2023,SWS_CF
SWS2_33,F,SW,2,CF,6/5/2023,,SWS_CF
SWS2_34,F,SW,2,CF,6/5/2023,,SWS_CF
SWS2_35,F,SW,2,CF,7/5/2023,,SWS_CF
SWS2_36,M,SW,2,CF,7/5/2023,,SWS_CF
SWS2_37,M,SW,2,CF,8/5/2023,,SWS_CF
SWS2_38,F,SW,2,CF,7/5/2023,,SWS_CF
SWS2_39,F,SW,2,CF,9/5/2023,,SWS_CF
SWS2_40,M,SW,2,CF,8/5/2023,,SWS_CF
SWS2_41,M,SW,2,CF,9/5/2023,,SWS_CF
SWS2_42,M,SW,2,CF,10/5/2023,,SWS_CF
SWS2_43,M,SW,2,CF,12/5/2023,,SWS_CF
SWS2_44,M,SW,2,CF,12/5/2023,,SWS_CF
SWS3_02,M,SW,3,CF,28/4/2023,,SWS_CF
SWS3_03,M,SW,3,CF,28/4/2023,,SWS_CF
SWS3_04,F,SW,3,CF,29/4/2023,,SWS_CF
SWS3_05,F,SW,3,CF,29/4/2023,,SWS_CF
SWS3_06,F,SW,3,CF,30/4/2023,11/5/2023,SWS_CF
SWS3_07,M,SW,3,CF,29/4/2023,,SWS_CF
SWS3_08,M,SW,3,CF,29/4/2023,,SWS_CF
SWS3_09,F,SW,3,CF,30/4/2023,11/5/2023,SWS_CF
SWS3_11,F,SW,3,CF,29/4/2023,,SWS_CF
SWS3_12,F,SW,3,CF,29/4/2023,,SWS_CF
SWS3_13,F,SW,3,CF,1/5/2023,11/5/2023,SWS_CF
SWS3_14,M,SW,3,CF,2/5/2023,12/5/2023,SWS_CF
SWS3_15,F,SW,3,CF,2/5/2023,,SWS_CF
SWS3_16,F,SW,3,CF,1/5/2023,,SWS_CF
SWS3_17,M,SW,3,CF,30/4/2023,,SWS_CF
SWS3_18,F,SW,3,CF,2/5/2023,11/5/2023,SWS_CF
SWS3_19,M,SW,3,CF,1/5/2023,11/5/2023,SWS_CF
SWS3_20,M,SW,3,CF,2/5/2023,16/5/2023,SWS_CF
SWS3_21,M,SW,3,CF,2/5/2023,22/5/2023,SWS_CF
SWS3_22,M,SW,3,CF,5/5/2023,,SWS_CF
SWS3_23,M,SW,3,CF,4/5/2023,14/5/2023,SWS_CF
SWS3_24,F,SW,3,CF,4/5/2023,,SWS_CF
SWS3_25,M,SW,3,CF,5/5/2023,16/5/2023,SWS_CF
SWS3_26,M,SW,3,CF,5/5/2023,,SWS_CF
SWS3_27,M,SW,3,CF,5/5/2023,13/5/2023,SWS_CF
SWS3_28,M,SW,3,CF,5/5/2023,20/5/2023,SWS_CF
SWS3_29,F,SW,3,CF,6/5/2023,,SWS_CF
SWS3_30,M,SW,3,CF,5/5/2023,14/5/2023,SWS_CF
SWS3_31,M,SW,3,CF,5/5/2023,15/5/2023,SWS_CF
SWS3_32,F,SW,3,CF,6/5/2023,,SWS_CF
SWS3_33,M,SW,3,CF,6/5/2023,,SWS_CF
SWS3_34,M,SW,3,CF,6/5/2023,,SWS_CF
SWS3_35,M,SW,3,CF,6/5/2023,,SWS_CF
SWS3_36,F,SW,3,CF,8/5/2023,,SWS_CF
SWS3_37,F,SW,3,CF,7/5/2023,,SWS_CF
SWS3_38,M,SW,3,CF,10/5/2023,,SWS_CF
SWS3_40,F,SW,3,CF,12/5/2023,,SWS_CF
SWS3_41,F,SW,3,CF,13/5/2023,,SWS_CF
C_FW1_01,M,C,1,FW,20/9/2023,,C_FW
C_FW1_02,M,C,1,FW,20/9/2023,,C_FW
C_FW1_03,F,C,1,FW,20/9/2023,,C_FW
C_FW1_04,F,C,1,FW,20/9/2023,,C_FW
C_FW1_05,M,C,1,FW,19/9/2023,,C_FW
C_FW1_06,M,C,1,FW,20/9/2023,,C_FW
C_FW1_07,M,C,1,FW,22/9/2023,1/10/2023,C_FW
C_FW1_08,F,C,1,FW,21/9/2023,,C_FW
C_FW1_09,F,C,1,FW,23/9/2023,2/10/2023,C_FW
C_FW1_10,M,C,1,FW,20/9/2023,,C_FW
C_FW1_11,M,C,1,FW,21/9/2023,,C_FW
C_FW1_12,M,C,1,FW,22/9/2023,4/10/2023,C_FW
C_FW1_13,M,C,1,FW,21/9/2023,,C_FW
C_FW1_14,F,C,1,FW,21/9/2023,,C_FW
C_FW1_15,M,C,1,FW,21/9/2023,,C_FW
C_FW1_16,F,C,1,FW,21/9/2023,,C_FW
C_FW1_17,M,C,1,FW,21/9/2023,,C_FW
C_FW1_18,M,C,1,FW,22/9/2023,1/10/2023,C_FW
C_FW1_19,F,C,1,FW,21/9/2023,,C_FW
C_FW1_20,M,C,1,FW,22/9/2023,6/10/2023,C_FW
C_FW1_21,F,C,1,FW,22/9/2023,,C_FW
C_FW1_22,F,C,1,FW,21/9/2023,,C_FW
C_FW1_23,M,C,1,FW,22/9/2023,1/10/2023,C_FW
C_FW1_24,M,C,1,FW,21/9/2023,,C_FW
C_FW1_25,F,C,1,FW,22/9/2023,,C_FW
C_FW1_26,F,C,1,FW,21/9/2023,,C_FW
C_FW1_27,M,C,1,FW,21/9/2023,,C_FW
C_FW1_28,M,C,1,FW,21/9/2023,,C_FW
C_FW1_29,F,C,1,FW,23/9/2023,2/10/2023,C_FW
C_FW1_30,F,C,1,FW,22/9/2023,,C_FW
C_FW1_31,F,C,1,FW,22/9/2023,,C_FW
C_FW1_32,M,C,1,FW,22/9/2023,2/10/2023,C_FW
C_FW1_33,M,C,1,FW,23/9/2023,3/10/2023,C_FW
C_FW1_34,M,C,1,FW,23/9/2023,4/10/2023,C_FW
C_FW1_35,F,C,1,FW,22/9/2023,1/10/2023,C_FW
C_FW1_36,F,C,1,FW,23/9/2023,4/10/2023,C_FW
C_FW1_37,F,C,1,FW,22/9/2023,1/10/2023,C_FW
C_FW1_38,F,C,1,FW,23/9/2023,4/10/2023,C_FW
C_FW1_39,F,C,1,FW,24/9/2023,6/10/2023,C_FW
C_FW1_40,F,C,1,FW,22/9/2023,2/10/2023,C_FW
C_FW1_41,M,C,1,FW,22/9/2023,5/10/2023,C_FW
C_FW1_42,F,C,1,FW,24/9/2023,2/10/2023,C_FW
C_FW1_43,F,C,1,FW,22/9/2023,2/10/2023,C_FW
C_FW1_44,F,C,1,FW,23/9/2023,5/10/2023,C_FW
C_FW1_45,M,C,1,FW,22/9/2023,2/10/2023,C_FW
C_FW1_46,F,C,1,FW,22/9/2023,1/10/2023,C_FW
C_FW1_47,F,C,1,FW,23/9/2023,2/10/2023,C_FW
C_FW1_48,F,C,1,FW,23/9/2023,5/10/2023,C_FW
C_FW1_49,F,C,1,FW,25/9/2023,4/10/2023,C_FW
C_FW1_50,F,C,1,FW,24/9/2023,3/10/2023,C_FW
C_FW1_51,F,C,1,FW,23/9/2023,3/10/2023,C_FW
C_FW1_52,M,C,1,FW,24/9/2023,2/10/2023,C_FW
C_FW1_53,M,C,1,FW,24/9/2023,13/10/2023,C_FW
C_FW1_54,M,C,1,FW,24/9/2023,3/10/2023,C_FW
C_FW1_55,M,C,1,FW,25/9/2023,13/10/2023,C_FW
C_FW1_56,M,C,1,FW,24/9/2023,6/10/2023,C_FW
C_FW1_57,F,C,1,FW,23/9/2023,2/10/2023,C_FW
C_FW1_58,F,C,1,FW,24/9/2023,7/10/2023,C_FW
C_FW1_59,F,C,1,FW,24/9/2023,3/10/2023,C_FW
C_FW1_60,F,C,1,FW,23/9/2023,2/10/2023,C_FW
C_FW1_61,F,C,1,FW,23/9/2023,4/10/2023,C_FW
C_FW1_62,M,C,1,FW,23/9/2023,2/10/2023,C_FW
C_FW1_63,F,C,1,FW,24/9/2023,2/10/2023,C_FW
C_FW1_64,M,C,1,FW,24/9/2023,4/10/2023,C_FW
C_FW1_65,M,C,1,FW,23/9/2023,6/10/2023,C_FW
C_FW1_66,F,C,1,FW,25/9/2023,7/10/2023,C_FW
C_FW1_67,F,C,1,FW,27/9/2023,10/10/2023,C_FW
C_FW1_68,F,C,1,FW,26/9/2023,5/10/2023,C_FW
C_FW1_69,F,C,1,FW,26/9/2023,8/10/2023,C_FW
C_FW1_70,F,C,1,FW,26/9/2023,8/10/2023,C_FW
C_FW1_71,M,C,1,FW,26/9/2023,6/10/2023,C_FW
C_FW1_72,M,C,1,FW,27/9/2023,5/10/2023,C_FW
