ID,Sex,Genetic_line,Replicate,Treatment,Date of Eclosion,Date of Death,Group
E_FW3_50,F,E,3,FW,23/9/2023,2/10/2023,E_FW
E_FW3_51,F,E,3,FW,22/9/2023,2/10/2023,E_FW
E_FW3_52,F,E,3,FW,21/9/2023,4/10/2023,E_FW
E_FW3_53,M,E,3,FW,21/9/2023,2/10/2023,E_FW
E_FW3_54,F,E,3,FW,21/9/2023,2/10/2023,E_FW
E_FW3_55,F,E,3,FW,22/9/2023,1/10/2023,E_FW
E_FW3_56,F,E,3,FW,21/9/2023,2/10/2023,E_FW
E_FW3_57,F,E,3,FW,23/9/2023,4/10/2023,E_FW
E_FW3_58,M,E,3,FW,23/9/2023,2/10/2023,E_FW
E_FW3_59,F,E,3,FW,25/9/2023,3/10/2023,E_FW
E_FW3_60,M,E,3,FW,23/9/2023,8/10/2023,E_FW
E_FW3_61,M,E,3,FW,22/9/2023,1/10/2023,E_FW
E_FW3_62,F,E,3,FW,23/9/2023,3/10/2023,E_FW
E_FW3_63,M,E,3,FW,23/9/2023,6/10/2023,E_FW
E_FW3_64,M,E,3,FW,23/9/2023,3/10/2023,E_FW
E_FW3_65,M,E,3,FW,23/9/2023,11/10/2023,E_FW
E_FW3_66,M,E,3,FW,24/9/2023,12/10/2023,E_FW
E_FW3_67,F,E,3,FW,23/9/2023,3/10/2023,E_FW
E_FW3_68,F,E,3,FW,24/9/2023,6/10/2023,E_FW
E_FW3_69,M,E,3,FW,24/9/2023,16/10/2023,E_FW
E_FW3_70,F,E,3,FW,23/9/2023,5/10/2023,E_FW
E_FW3_71,M,E,3,FW,24/9/2023,17/10/2023,E_FW
E_FW3_72,M,E,3,FW,24/9/2023,12/10/2023,E_FW
E_FW3_73,M,E,3,FW,24/9/2023,15/10/2023,E_FW
E_FW3_74,F,E,3,FW,27/9/2023,8/10/2023,E_FW
E_FW3_75,M,E,3,FW,27/9/2023,7/10/2023,E_FW
E_FW3_76,M,E,3,FW,26/9/2023,11/10/2023,E_FW
E_FW3_78,M,E,3,FW,26/9/2023,6/10/2023,E_FW
E_FW3_79,F,E,3,FW,26/9/2023,9/10/2023,E_FW
E_FW3_80,F,E,3,FW,30/9/2023,9/10/2023,E_FW
E_FW3_81,M,E,3,FW,3/10/2023,15/10/2023,E_FW
E_FW3_82,M,E,3,FW,11/10/2023,20/10/2023,E_FW
E_FW3_83,M,E,3,FW,20/10/2023,31/10/2023,E_FW
